Disease_UMLS,Disease_CUI,Symptom,Symptom_CUI
"hepatitis , chronische",C0019189,hodenatrophie,C0156312
"hepatitis , chronische",C0019189,gynaekomastie,C0018418
alkoholische lebererkrankung,C0023896,hepatomegalie,C0019209
alkoholische lebererkrankung,C0023896,splenomegalie,C0038002
alkoholische lebererkrankung,C0023896,appetitlosigkeit,C0003123
alkoholische lebererkrankung,C0023896,uebelkeit,C0027497
alkoholische lebererkrankung,C0023896,unbeabsichtigter gewichtsverlust,C2363736
alkoholische lebererkrankung,C0023896,ikterus,C0022346
alkoholische lebererkrankung,C0023896,fieber,C0015967
"leberversagen , akutes",C0162557,bewusstseinsstoerungen ane,C0947927
"leberversagen , akutes",C0162557,somnolenz,C0013144
"leberversagen , akutes",C0162557,koma,C0009421
"leberversagen , akutes",C0162557,ikterus,C0022346
"leberversagen , akutes",C0162557,foetor hepaticus,C0239571
"leberversagen , akutes",C0162557,haemorrhagische diathese,C0019087
"leberversagen , akutes",C0162557,hypotonie,C0020649
"leberversagen , akutes",C0162557,hyperventilation,C0020578
postinfektioese glomerulonephritis,C3805004,mikrohaematurie,C0239937
postinfektioese glomerulonephritis,C3805004,oedem,C0013604
postinfektioese glomerulonephritis,C3805004,hypertonie,C0020538
postinfektioese glomerulonephritis,C3805004,haematurie,C0018965
postinfektioese glomerulonephritis,C3805004,gesichtsoedem,C0542571
postinfektioese glomerulonephritis,C3805004,kopfschmerzen,C0018681
postinfektioese glomerulonephritis,C3805004,fieber,C0015967
postinfektioese glomerulonephritis,C3805004,epileptischer anfall,C0014544
postinfektioese glomerulonephritis,C3805004,somnolenz,C0013144
postinfektioese glomerulonephritis,C3805004,dyspnoe,C0013404
postinfektioese glomerulonephritis,C3805004,lungenoedem,C0034063
postinfektioese glomerulonephritis,C3805004,erythrozyturie,C0018965
postinfektioese glomerulonephritis,C3805004,erythrozytenzylinder im sediment vorhanden,C1963913
postinfektioese glomerulonephritis,C3805004,proteinurie,C0033687
rapid - progressives nephritisches syndrom,C0451728,blaesse,C0030232
rapid - progressives nephritisches syndrom,C0451728,hypertonie,C0020538
rapid - progressives nephritisches syndrom,C0451728,proteinurie,C0033687
rapid - progressives nephritisches syndrom,C0451728,nephrotisches syndrom,C0027726
rapid - progressives nephritisches syndrom,C0451728,niereninsuffizienz,C1565489
rapid - progressives nephritisches syndrom,C0451728,lungenblutung,C0151701
renales osteopathiesyndrom,C3805154,knochenschmerzen,C0151825
renales osteopathiesyndrom,C3805154,myasthenie,C0947912
nephroblastom,C0027708,abdominalschmerzen,C0000737
nephroblastom,C0027708,appetitlosigkeit,C0003123
nephroblastom,C0027708,erbrechen,C0042963
nephroblastom,C0027708,erbrechen,C0042963
nephroblastom,C0027708,fieber,C0015967
nephroblastom,C0027708,haematurie,C0018965
